fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
596,car,0.44,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
596,car,0.41,68,1419,328,1467,376,N/A,0.0,0,0,0,0,N/A
596,person,0.72,33,755,284,793,391,N/A,0.0,0,0,0,0,N/A
596,car,0.41,61,1406,326,1465,375,N/A,0.0,0,0,0,0,N/A
597,person,0.79,39,716,281,756,390,N/A,0.0,0,0,0,0,N/A
597,car,0.71,53,1145,314,1193,348,N/A,0.0,0,0,0,0,N/A
597,car,0.43,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
597,car,0.40,68,1419,328,1467,376,N/A,0.0,0,0,0,0,N/A
597,person,0.72,33,755,283,795,393,N/A,0.0,0,0,0,0,N/A
597,car,0.41,61,1406,326,1465,375,N/A,0.0,0,0,0,0,N/A
598,person,0.74,39,718,279,758,390,N/A,0.0,0,0,0,0,N/A
598,car,0.73,53,1144,314,1193,348,N/A,0.0,0,0,0,0,N/A
598,car,0.43,66,1346,327,1397,359,N/A,0.0,0,0,0,0,N/A
598,car,0.40,68,1419,328,1467,376,N/A,0.0,0,0,0,0,N/A
598,person,0.73,33,756,284,795,394,N/A,0.0,0,0,0,0,N/A
598,car,0.41,61,1406,326,1465,375,N/A,0.0,0,0,0,0,N/A
599,person,0.73,39,719,278,760,389,N/A,0.0,0,0,0,0,N/A
599,car,0.73,53,1143,314,1194,348,N/A,0.0,0,0,0,0,N/A
599,car,0.44,66,1346,327,1397,359,N/A,0.0,0,0,0,0,N/A
599,person,0.73,33,757,281,796,394,N/A,0.0,0,0,0,0,N/A
599,car,0.41,61,1407,326,1465,375,N/A,0.0,0,0,0,0,N/A
600,person,0.72,39,719,279,762,389,N/A,0.0,0,0,0,0,N/A
600,car,0.73,53,1143,314,1194,348,N/A,0.0,0,0,0,0,N/A
600,car,0.43,66,1346,327,1396,359,N/A,0.0,0,0,0,0,N/A
600,person,0.73,33,757,282,797,393,N/A,0.0,0,0,0,0,N/A
600,car,0.41,61,1406,326,1464,375,N/A,0.0,0,0,0,0,N/A
601,person,0.77,39,720,279,762,389,N/A,0.0,0,0,0,0,N/A
601,car,0.74,53,1143,315,1193,348,N/A,0.0,0,0,0,0,N/A
601,car,0.46,66,1346,326,1396,359,N/A,0.0,0,0,0,0,N/A
601,person,0.72,33,758,281,799,391,N/A,0.0,0,0,0,0,N/A
601,car,0.42,61,1405,326,1464,374,N/A,0.0,0,0,0,0,N/A
601,car,0.41,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
602,person,0.78,39,720,278,763,390,N/A,0.0,0,0,0,0,N/A
602,car,0.74,53,1143,315,1193,348,N/A,0.0,0,0,0,0,N/A
602,car,0.46,66,1346,326,1396,359,N/A,0.0,0,0,0,0,N/A
602,person,0.72,33,761,282,801,388,N/A,0.0,0,0,0,0,N/A
602,car,0.42,61,1405,326,1464,374,N/A,0.0,0,0,0,0,N/A
602,car,0.41,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
603,person,0.79,39,721,280,764,391,N/A,0.0,0,0,0,0,N/A
603,car,0.74,53,1143,315,1193,348,N/A,0.0,0,0,0,0,N/A
603,car,0.45,66,1346,326,1396,359,N/A,0.0,0,0,0,0,N/A
603,person,0.80,33,763,283,802,388,N/A,0.0,0,0,0,0,N/A
603,car,0.42,61,1405,326,1464,374,N/A,0.0,0,0,0,0,N/A
603,car,0.41,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
604,person,0.79,39,722,281,764,392,N/A,0.0,0,0,0,0,N/A
604,car,0.74,53,1142,316,1193,348,N/A,0.0,0,0,0,0,N/A
604,car,0.44,66,1346,326,1396,359,N/A,0.0,0,0,0,0,N/A
604,person,0.84,33,764,280,803,389,N/A,0.0,0,0,0,0,N/A
604,car,0.41,61,1406,326,1463,374,N/A,0.0,0,0,0,0,N/A
604,car,0.40,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
605,person,0.79,39,723,282,765,392,N/A,0.0,0,0,0,0,N/A
605,car,0.75,53,1142,316,1193,348,N/A,0.0,0,0,0,0,N/A
605,car,0.45,66,1346,326,1396,359,N/A,0.0,0,0,0,0,N/A
605,person,0.83,33,765,279,803,390,N/A,0.0,0,0,0,0,N/A
605,car,0.42,61,1405,326,1464,374,N/A,0.0,0,0,0,0,N/A
605,car,0.41,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
606,person,0.78,39,724,282,766,391,N/A,0.0,0,0,0,0,N/A
606,car,0.74,53,1142,316,1193,348,N/A,0.0,0,0,0,0,N/A
606,car,0.45,66,1346,326,1396,359,N/A,0.0,0,0,0,0,N/A
606,person,0.79,33,766,279,804,390,N/A,0.0,0,0,0,0,N/A
606,car,0.42,61,1406,326,1463,374,N/A,0.0,0,0,0,0,N/A
606,car,0.40,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
607,person,0.79,39,726,282,767,391,N/A,0.0,0,0,0,0,N/A
607,car,0.74,53,1142,316,1193,348,N/A,0.0,0,0,0,0,N/A
607,car,0.46,66,1346,326,1397,359,N/A,0.0,0,0,0,0,N/A
607,person,0.82,33,766,281,804,390,N/A,0.0,0,0,0,0,N/A
607,car,0.41,61,1406,325,1463,374,N/A,0.0,0,0,0,0,N/A
608,person,0.80,39,727,280,769,390,N/A,0.0,0,0,0,0,N/A
608,car,0.74,53,1142,316,1193,348,N/A,0.0,0,0,0,0,N/A
608,car,0.45,66,1346,326,1397,359,N/A,0.0,0,0,0,0,N/A
608,person,0.77,33,768,285,804,390,N/A,0.0,0,0,0,0,N/A
608,car,0.42,61,1406,326,1463,374,N/A,0.0,0,0,0,0,N/A
608,car,0.40,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
609,person,0.78,39,727,279,771,390,N/A,0.0,0,0,0,0,N/A
609,car,0.75,53,1142,316,1193,348,N/A,0.0,0,0,0,0,N/A
609,car,0.45,66,1346,326,1397,359,N/A,0.0,0,0,0,0,N/A
609,person,0.73,33,770,293,805,391,N/A,0.0,0,0,0,0,N/A
609,car,0.41,61,1406,326,1463,374,N/A,0.0,0,0,0,0,N/A
609,car,0.40,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
610,person,0.78,39,728,278,771,391,N/A,0.0,0,0,0,0,N/A
610,car,0.73,53,1142,316,1194,348,N/A,0.0,0,0,0,0,N/A
610,car,0.45,66,1347,326,1397,359,N/A,0.0,0,0,0,0,N/A
610,person,0.74,33,771,289,806,391,N/A,0.0,0,0,0,0,N/A
610,car,0.42,61,1406,325,1464,374,N/A,0.0,0,0,0,0,N/A
610,car,0.40,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
611,person,0.77,39,728,277,771,391,N/A,0.0,0,0,0,0,N/A
611,car,0.73,53,1141,316,1194,348,N/A,0.0,0,0,0,0,N/A
611,car,0.45,66,1347,326,1397,359,N/A,0.0,0,0,0,0,N/A
611,person,0.72,33,771,288,807,391,N/A,0.0,0,0,0,0,N/A
611,car,0.42,61,1405,325,1463,374,N/A,0.0,0,0,0,0,N/A
611,car,0.40,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
612,person,0.77,39,730,277,771,391,N/A,0.0,0,0,0,0,N/A
612,car,0.72,53,1141,316,1194,349,N/A,0.0,0,0,0,0,N/A
612,car,0.45,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
612,person,0.71,33,771,285,807,390,N/A,0.0,0,0,0,0,N/A
612,car,0.41,61,1405,325,1463,374,N/A,0.0,0,0,0,0,N/A
612,car,0.40,68,1418,328,1466,376,N/A,0.0,0,0,0,0,N/A
613,person,0.77,39,731,277,772,390,N/A,0.0,0,0,0,0,N/A
613,car,0.68,53,1141,316,1195,349,N/A,0.0,0,0,0,0,N/A
613,car,0.48,66,1347,326,1397,359,N/A,0.0,0,0,0,0,N/A
613,person,0.66,33,773,287,808,391,N/A,0.0,0,0,0,0,N/A
613,car,0.42,61,1406,325,1464,374,N/A,0.0,0,0,0,0,N/A
614,person,0.77,39,732,278,773,390,N/A,0.0,0,0,0,0,N/A
614,car,0.67,53,1141,315,1195,349,N/A,0.0,0,0,0,0,N/A
614,car,0.48,66,1347,326,1397,359,N/A,0.0,0,0,0,0,N/A
614,person,0.69,33,775,290,810,392,N/A,0.0,0,0,0,0,N/A
614,car,0.42,61,1406,325,1464,374,N/A,0.0,0,0,0,0,N/A
615,person,0.76,39,733,278,774,389,N/A,0.0,0,0,0,0,N/A
615,car,0.66,53,1140,315,1195,350,N/A,0.0,0,0,0,0,N/A
615,car,0.49,66,1347,326,1397,359,N/A,0.0,0,0,0,0,N/A
615,person,0.64,33,777,293,811,391,N/A,0.0,0,0,0,0,N/A
615,car,0.42,61,1406,325,1465,375,N/A,0.0,0,0,0,0,N/A
616,person,0.73,39,734,279,776,389,N/A,0.0,0,0,0,0,N/A
616,car,0.65,53,1140,315,1195,350,N/A,0.0,0,0,0,0,N/A
616,car,0.50,66,1346,326,1397,359,N/A,0.0,0,0,0,0,N/A
616,person,0.59,33,779,295,812,391,N/A,0.0,0,0,0,0,N/A
616,car,0.41,61,1406,325,1465,375,N/A,0.0,0,0,0,0,N/A
617,person,0.79,39,735,279,775,389,N/A,0.0,0,0,0,0,N/A
617,car,0.66,53,1140,315,1195,350,N/A,0.0,0,0,0,0,N/A
617,car,0.49,66,1346,326,1397,359,N/A,0.0,0,0,0,0,N/A
617,person,0.65,33,779,294,813,390,N/A,0.0,0,0,0,0,N/A
617,car,0.41,61,1405,325,1465,375,N/A,0.0,0,0,0,0,N/A
618,person,0.76,39,736,281,775,389,N/A,0.0,0,0,0,0,N/A
618,car,0.65,53,1140,315,1195,350,N/A,0.0,0,0,0,0,N/A
618,car,0.49,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
618,person,0.69,33,779,292,813,389,N/A,0.0,0,0,0,0,N/A
618,car,0.41,61,1405,325,1465,375,N/A,0.0,0,0,0,0,N/A
619,person,0.75,39,738,283,776,390,N/A,0.0,0,0,0,0,N/A
619,car,0.66,53,1141,315,1195,351,N/A,0.0,0,0,0,0,N/A
619,car,0.49,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
619,person,0.67,33,778,292,813,389,N/A,0.0,0,0,0,0,N/A
619,car,0.42,61,1404,325,1465,375,N/A,0.0,0,0,0,0,N/A
619,car,0.46,70,978,311,1042,343,N/A,0.0,0,0,0,0,N/A
619,car,0.40,68,1418,328,1467,376,N/A,0.0,0,0,0,0,N/A
620,person,0.76,39,739,284,777,390,N/A,0.0,0,0,0,0,N/A
620,car,0.66,53,1141,315,1195,351,N/A,0.0,0,0,0,0,N/A
620,car,0.49,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
620,person,0.68,33,778,290,813,389,N/A,0.0,0,0,0,0,N/A
620,car,0.42,61,1405,325,1465,375,N/A,0.0,0,0,0,0,N/A
620,car,0.50,70,978,311,1042,344,N/A,0.0,0,0,0,0,N/A
621,person,0.76,39,740,283,778,390,N/A,0.0,0,0,0,0,N/A
621,car,0.66,53,1141,315,1195,352,N/A,0.0,0,0,0,0,N/A
621,car,0.48,66,1346,327,1397,359,N/A,0.0,0,0,0,0,N/A
621,person,0.67,33,780,292,815,390,N/A,0.0,0,0,0,0,N/A
621,car,0.41,61,1405,325,1465,375,N/A,0.0,0,0,0,0,N/A
621,car,0.49,70,979,310,1043,343,N/A,0.0,0,0,0,0,N/A
622,person,0.75,39,741,283,779,390,N/A,0.0,0,0,0,0,N/A
622,car,0.67,53,1141,315,1195,351,N/A,0.0,0,0,0,0,N/A
622,car,0.47,66,1346,327,1397,359,N/A,0.0,0,0,0,0,N/A
622,person,0.69,33,780,291,815,390,N/A,0.0,0,0,0,0,N/A
622,car,0.41,61,1406,325,1465,375,N/A,0.0,0,0,0,0,N/A
622,car,0.51,70,979,310,1044,343,N/A,0.0,0,0,0,0,N/A
623,person,0.75,39,742,283,780,390,N/A,0.0,0,0,0,0,N/A
623,car,0.67,53,1141,314,1195,351,N/A,0.0,0,0,0,0,N/A
623,car,0.47,66,1346,327,1397,359,N/A,0.0,0,0,0,0,N/A
623,person,0.69,33,780,290,815,389,N/A,0.0,0,0,0,0,N/A
623,car,0.41,61,1406,325,1465,375,N/A,0.0,0,0,0,0,N/A
623,car,0.51,70,979,309,1046,343,N/A,0.0,0,0,0,0,N/A
624,person,0.77,39,743,282,781,390,N/A,0.0,0,0,0,0,N/A
624,car,0.69,53,1141,314,1195,351,N/A,0.0,0,0,0,0,N/A
624,car,0.48,66,1346,327,1397,359,N/A,0.0,0,0,0,0,N/A
624,person,0.71,33,780,290,816,390,N/A,0.0,0,0,0,0,N/A
624,car,0.41,61,1405,325,1465,375,N/A,0.0,0,0,0,0,N/A
624,car,0.51,70,979,309,1047,343,N/A,0.0,0,0,0,0,N/A
625,person,0.77,39,745,279,783,389,N/A,0.0,0,0,0,0,N/A
625,car,0.74,53,1140,314,1195,351,N/A,0.0,0,0,0,0,N/A
625,car,0.47,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
625,person,0.68,33,781,291,816,389,N/A,0.0,0,0,0,0,N/A
625,car,0.42,61,1403,325,1465,375,N/A,0.0,0,0,0,0,N/A
625,car,0.53,70,980,309,1048,342,N/A,0.0,0,0,0,0,N/A
625,car,0.58,72,1842,416,1919,555,N/A,0.0,0,0,0,0,N/A
625,car,0.41,68,1418,327,1468,377,N/A,0.0,0,0,0,0,N/A
626,person,0.74,39,745,279,785,387,N/A,0.0,0,0,0,0,N/A
626,car,0.74,53,1140,314,1196,351,N/A,0.0,0,0,0,0,N/A
626,car,0.47,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
626,person,0.68,33,782,292,817,390,N/A,0.0,0,0,0,0,N/A
626,car,0.42,61,1402,325,1465,375,N/A,0.0,0,0,0,0,N/A
626,car,0.48,70,980,309,1048,341,N/A,0.0,0,0,0,0,N/A
626,car,0.67,72,1820,417,1919,550,N/A,0.0,0,0,0,0,N/A
627,person,0.73,39,745,279,787,385,N/A,0.0,0,0,0,0,N/A
627,car,0.76,53,1140,313,1196,352,N/A,0.0,0,0,0,0,N/A
627,car,0.48,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
627,person,0.63,33,784,291,818,389,N/A,0.0,0,0,0,0,N/A
627,car,0.43,61,1401,325,1465,375,N/A,0.0,0,0,0,0,N/A
627,car,0.49,70,981,309,1048,341,N/A,0.0,0,0,0,0,N/A
627,car,0.73,72,1799,394,1919,547,N/A,0.0,0,0,0,0,N/A
627,car,0.40,68,1418,327,1468,377,N/A,0.0,0,0,0,0,N/A
628,person,0.70,39,746,277,788,384,N/A,0.0,0,0,0,0,N/A
628,car,0.76,53,1140,313,1196,352,N/A,0.0,0,0,0,0,N/A
628,car,0.49,66,1347,327,1396,359,N/A,0.0,0,0,0,0,N/A
628,person,0.64,33,784,291,819,389,N/A,0.0,0,0,0,0,N/A
628,car,0.43,61,1400,325,1465,375,N/A,0.0,0,0,0,0,N/A
628,car,0.47,70,981,309,1049,342,N/A,0.0,0,0,0,0,N/A
628,car,0.78,72,1778,368,1919,542,N/A,0.0,0,0,0,0,N/A
628,car,0.41,68,1418,328,1468,377,N/A,0.0,0,0,0,0,N/A
629,person,0.68,39,747,279,788,382,N/A,0.0,0,0,0,0,N/A
629,car,0.75,53,1140,313,1196,353,N/A,0.0,0,0,0,0,N/A
629,car,0.47,66,1347,327,1396,359,N/A,0.0,0,0,0,0,N/A
629,person,0.64,33,784,290,819,389,N/A,0.0,0,0,0,0,N/A
629,car,0.42,61,1400,325,1465,375,N/A,0.0,0,0,0,0,N/A
629,car,0.51,70,981,310,1050,343,N/A,0.0,0,0,0,0,N/A
629,car,0.70,72,1758,355,1919,541,N/A,0.0,0,0,0,0,N/A
629,car,0.40,68,1418,328,1468,377,N/A,0.0,0,0,0,0,N/A
630,person,0.67,39,748,279,788,382,N/A,0.0,0,0,0,0,N/A
630,car,0.75,53,1140,313,1196,353,N/A,0.0,0,0,0,0,N/A
630,car,0.48,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
630,person,0.62,33,785,290,819,389,N/A,0.0,0,0,0,0,N/A
630,car,0.43,61,1400,325,1465,375,N/A,0.0,0,0,0,0,N/A
630,car,0.51,70,981,310,1050,343,N/A,0.0,0,0,0,0,N/A
630,car,0.83,72,1739,348,1919,539,N/A,0.0,0,0,0,0,N/A
630,car,0.41,68,1418,328,1468,377,N/A,0.0,0,0,0,0,N/A
631,person,0.71,39,749,279,789,383,N/A,0.0,0,0,0,0,N/A
631,car,0.75,53,1140,313,1196,354,N/A,0.0,0,0,0,0,N/A
631,car,0.49,66,1347,327,1396,359,N/A,0.0,0,0,0,0,N/A
631,person,0.65,33,786,289,819,386,N/A,0.0,0,0,0,0,N/A
631,car,0.43,61,1401,325,1465,375,N/A,0.0,0,0,0,0,N/A
631,car,0.51,70,981,310,1051,343,N/A,0.0,0,0,0,0,N/A
631,car,0.85,72,1720,343,1919,547,N/A,0.0,0,0,0,0,N/A
631,car,0.40,68,1418,328,1468,377,N/A,0.0,0,0,0,0,N/A
632,person,0.71,39,750,280,789,383,N/A,0.0,0,0,0,0,N/A
632,car,0.76,53,1140,313,1196,354,N/A,0.0,0,0,0,0,N/A
632,car,0.49,66,1347,327,1396,359,N/A,0.0,0,0,0,0,N/A
632,person,0.62,33,787,287,820,385,N/A,0.0,0,0,0,0,N/A
632,car,0.42,61,1402,325,1465,375,N/A,0.0,0,0,0,0,N/A
632,car,0.52,70,981,310,1051,343,N/A,0.0,0,0,0,0,N/A
632,car,0.83,72,1704,340,1919,553,N/A,0.0,0,0,0,0,N/A
632,car,0.41,68,1418,328,1468,377,N/A,0.0,0,0,0,0,N/A
633,person,0.72,39,751,281,790,384,N/A,0.0,0,0,0,0,N/A
633,car,0.76,53,1140,312,1196,355,N/A,0.0,0,0,0,0,N/A
633,car,0.49,66,1347,327,1396,359,N/A,0.0,0,0,0,0,N/A
633,person,0.63,33,788,287,820,384,N/A,0.0,0,0,0,0,N/A
633,car,0.43,61,1402,325,1466,375,N/A,0.0,0,0,0,0,N/A
633,car,0.51,70,983,310,1052,343,N/A,0.0,0,0,0,0,N/A
633,car,0.87,72,1689,338,1918,553,N/A,0.0,0,0,0,0,N/A
633,car,0.40,68,1418,327,1468,377,N/A,0.0,0,0,0,0,N/A
634,person,0.74,39,752,281,791,384,N/A,0.0,0,0,0,0,N/A
634,car,0.76,53,1140,312,1196,355,N/A,0.0,0,0,0,0,N/A
634,car,0.49,66,1347,327,1396,359,N/A,0.0,0,0,0,0,N/A
634,person,0.71,33,788,287,822,385,N/A,0.0,0,0,0,0,N/A
634,car,0.43,61,1401,325,1466,375,N/A,0.0,0,0,0,0,N/A
634,car,0.51,70,984,311,1054,343,N/A,0.0,0,0,0,0,N/A
634,car,0.88,72,1671,338,1918,550,N/A,0.0,0,0,0,0,N/A
634,car,0.40,68,1418,327,1468,377,N/A,0.0,0,0,0,0,N/A
635,person,0.74,39,752,281,792,386,N/A,0.0,0,0,0,0,N/A
635,car,0.75,53,1140,312,1196,355,N/A,0.0,0,0,0,0,N/A
635,car,0.49,66,1347,327,1396,359,N/A,0.0,0,0,0,0,N/A
635,person,0.66,33,789,286,823,382,N/A,0.0,0,0,0,0,N/A
635,car,0.43,61,1401,325,1465,375,N/A,0.0,0,0,0,0,N/A
635,car,0.50,70,985,310,1056,343,N/A,0.0,0,0,0,0,N/A
635,car,0.89,72,1657,338,1919,545,N/A,0.0,0,0,0,0,N/A
636,person,0.74,39,752,281,792,385,N/A,0.0,0,0,0,0,N/A
636,car,0.73,53,1139,312,1196,355,N/A,0.0,0,0,0,0,N/A
636,car,0.52,66,1347,327,1396,359,N/A,0.0,0,0,0,0,N/A
636,person,0.55,33,790,288,823,381,N/A,0.0,0,0,0,0,N/A
636,car,0.44,61,1401,325,1466,375,N/A,0.0,0,0,0,0,N/A
636,car,0.44,70,985,310,1055,342,N/A,0.0,0,0,0,0,N/A
636,car,0.90,72,1644,338,1919,538,N/A,0.0,0,0,0,0,N/A
636,car,0.40,68,1418,327,1468,376,N/A,0.0,0,0,0,0,N/A
637,person,0.72,39,753,282,793,383,N/A,0.0,0,0,0,0,N/A
637,car,0.71,53,1139,311,1196,356,N/A,0.0,0,0,0,0,N/A
637,car,0.51,66,1347,327,1396,359,N/A,0.0,0,0,0,0,N/A
637,person,0.57,33,791,291,824,382,N/A,0.0,0,0,0,0,N/A
637,car,0.45,61,1402,325,1466,375,N/A,0.0,0,0,0,0,N/A
637,car,0.42,70,986,310,1056,343,N/A,0.0,0,0,0,0,N/A
637,car,0.90,72,1632,337,1919,532,N/A,0.0,0,0,0,0,N/A
637,car,0.41,68,1418,327,1467,376,N/A,0.0,0,0,0,0,N/A
638,person,0.73,39,753,282,794,383,N/A,0.0,0,0,0,0,N/A
638,car,0.69,53,1139,311,1196,355,N/A,0.0,0,0,0,0,N/A
638,car,0.52,66,1347,327,1397,359,N/A,0.0,0,0,0,0,N/A
638,person,0.59,33,794,297,825,383,N/A,0.0,0,0,0,0,N/A
638,car,0.44,61,1402,325,1466,375,N/A,0.0,0,0,0,0,N/A
638,car,0.90,72,1619,337,1919,526,N/A,0.0,0,0,0,0,N/A
638,car,0.42,73,1425,321,1514,380,N/A,0.0,0,0,0,0,N/A
639,person,0.73,39,755,283,794,384,N/A,0.0,0,0,0,0,N/A
639,car,0.68,53,1139,310,1196,355,N/A,0.0,0,0,0,0,N/A
639,car,0.49,66,1348,327,1397,359,N/A,0.0,0,0,0,0,N/A
639,person,0.62,33,795,299,826,383,N/A,0.0,0,0,0,0,N/A
639,car,0.44,61,1404,325,1466,375,N/A,0.0,0,0,0,0,N/A
639,car,0.88,72,1608,337,1919,520,matricula,0.45,1873,444,1919,460,N/A
640,person,0.73,39,755,283,795,385,N/A,0.0,0,0,0,0,N/A
640,car,0.69,53,1139,310,1197,355,N/A,0.0,0,0,0,0,N/A
640,car,0.50,66,1348,327,1397,359,N/A,0.0,0,0,0,0,N/A
640,person,0.54,33,796,300,827,385,N/A,0.0,0,0,0,0,N/A
640,car,0.43,61,1405,325,1466,375,N/A,0.0,0,0,0,0,N/A
640,car,0.85,72,1598,336,1919,517,N/A,0.0,0,0,0,0,N/A
641,person,0.75,39,756,282,795,386,N/A,0.0,0,0,0,0,N/A
641,car,0.70,53,1139,310,1197,355,N/A,0.0,0,0,0,0,N/A
641,car,0.50,66,1348,327,1397,359,N/A,0.0,0,0,0,0,N/A
641,person,0.59,33,797,303,828,386,N/A,0.0,0,0,0,0,N/A
641,car,0.43,61,1405,325,1466,375,N/A,0.0,0,0,0,0,N/A
641,car,0.88,72,1589,335,1919,515,N/A,0.0,0,0,0,0,N/A
641,car,0.41,70,996,311,1060,344,N/A,0.0,0,0,0,0,N/A
642,person,0.77,39,757,282,795,386,N/A,0.0,0,0,0,0,N/A
642,car,0.70,53,1138,310,1197,355,N/A,0.0,0,0,0,0,N/A
642,car,0.51,66,1348,327,1397,359,N/A,0.0,0,0,0,0,N/A
642,person,0.57,33,798,302,829,386,N/A,0.0,0,0,0,0,N/A
642,car,0.44,61,1405,325,1466,375,N/A,0.0,0,0,0,0,N/A
642,car,0.90,72,1580,335,1919,513,N/A,0.0,0,0,0,0,N/A
643,person,0.77,39,757,282,796,386,N/A,0.0,0,0,0,0,N/A
643,car,0.70,53,1138,310,1197,355,N/A,0.0,0,0,0,0,N/A
643,car,0.51,66,1348,327,1396,359,N/A,0.0,0,0,0,0,N/A
643,person,0.42,33,799,299,829,386,N/A,0.0,0,0,0,0,N/A
643,car,0.43,61,1403,325,1466,375,N/A,0.0,0,0,0,0,N/A
643,car,0.90,72,1571,335,1910,506,matricula,0.24,1790,429,1846,446,N/A
644,person,0.80,39,758,281,797,386,N/A,0.0,0,0,0,0,N/A
644,car,0.71,53,1138,310,1197,356,N/A,0.0,0,0,0,0,N/A
644,car,0.50,66,1348,327,1396,359,N/A,0.0,0,0,0,0,N/A
644,person,0.58,33,800,292,829,385,N/A,0.0,0,0,0,0,N/A
644,car,0.43,61,1403,325,1466,375,N/A,0.0,0,0,0,0,N/A
644,car,0.88,72,1563,335,1895,502,matricula,0.20,1769,427,1827,444,N/A
645,person,0.78,39,759,281,798,386,N/A,0.0,0,0,0,0,N/A
645,car,0.72,53,1138,310,1197,356,N/A,0.0,0,0,0,0,N/A
645,car,0.51,66,1348,327,1396,359,N/A,0.0,0,0,0,0,N/A
645,person,0.50,33,800,291,830,385,N/A,0.0,0,0,0,0,N/A
645,car,0.43,61,1404,325,1466,375,N/A,0.0,0,0,0,0,N/A
645,car,0.89,72,1551,335,1876,496,matricula,0.34,1759,424,1815,440,N/A
645,car,0.40,68,1418,328,1468,377,N/A,0.0,0,0,0,0,N/A
646,person,0.76,39,760,281,800,386,N/A,0.0,0,0,0,0,N/A
646,car,0.72,53,1138,310,1197,357,N/A,0.0,0,0,0,0,N/A
646,car,0.51,66,1348,327,1396,359,N/A,0.0,0,0,0,0,N/A
646,person,0.41,33,802,292,832,384,N/A,0.0,0,0,0,0,N/A
646,car,0.43,61,1404,325,1465,375,N/A,0.0,0,0,0,0,N/A
646,car,0.92,72,1544,334,1856,493,matricula,0.25,1738,420,1792,437,N/A
646,car,0.41,68,1418,328,1468,377,N/A,0.0,0,0,0,0,N/A
647,person,0.77,39,761,283,800,387,N/A,0.0,0,0,0,0,N/A
647,car,0.75,53,1138,310,1197,357,N/A,0.0,0,0,0,0,N/A
647,car,0.50,66,1348,327,1396,359,N/A,0.0,0,0,0,0,N/A
647,person,0.44,33,801,291,832,382,N/A,0.0,0,0,0,0,N/A
647,car,0.43,61,1404,326,1466,375,N/A,0.0,0,0,0,0,N/A
647,car,0.91,72,1536,333,1837,490,matricula,0.11,1721,418,1774,435,N/A
647,car,0.42,68,1418,328,1468,377,N/A,0.0,0,0,0,0,N/A
648,person,0.75,39,763,285,801,387,N/A,0.0,0,0,0,0,N/A
648,car,0.74,53,1137,310,1197,357,N/A,0.0,0,0,0,0,N/A
648,car,0.51,66,1348,327,1396,359,N/A,0.0,0,0,0,0,N/A
648,car,0.45,61,1404,326,1466,375,N/A,0.0,0,0,0,0,N/A
648,car,0.89,72,1528,333,1818,486,N/A,0.0,0,0,0,0,N/A
648,car,0.43,68,1418,329,1468,376,N/A,0.0,0,0,0,0,N/A
649,person,0.76,39,764,286,802,385,N/A,0.0,0,0,0,0,N/A
649,car,0.76,53,1138,310,1197,357,N/A,0.0,0,0,0,0,N/A
649,car,0.50,66,1348,327,1396,359,N/A,0.0,0,0,0,0,N/A
649,car,0.43,61,1405,326,1465,375,N/A,0.0,0,0,0,0,N/A
649,car,0.91,72,1523,332,1801,482,N/A,0.0,0,0,0,0,N/A
649,car,0.40,68,1419,328,1468,376,N/A,0.0,0,0,0,0,N/A
649,person,0.43,33,802,294,832,379,N/A,0.0,0,0,0,0,N/A
650,person,0.73,39,765,285,802,385,N/A,0.0,0,0,0,0,N/A
650,car,0.76,53,1137,310,1196,357,N/A,0.0,0,0,0,0,N/A
650,car,0.50,66,1349,327,1397,359,N/A,0.0,0,0,0,0,N/A
650,car,0.43,61,1407,326,1465,375,N/A,0.0,0,0,0,0,N/A
650,car,0.89,72,1515,332,1788,477,N/A,0.0,0,0,0,0,N/A
650,car,0.41,68,1419,328,1467,376,N/A,0.0,0,0,0,0,N/A
651,person,0.71,39,766,285,803,385,N/A,0.0,0,0,0,0,N/A
651,car,0.75,53,1137,310,1196,357,N/A,0.0,0,0,0,0,N/A
651,car,0.51,66,1349,327,1397,359,N/A,0.0,0,0,0,0,N/A
