fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
1,bus,0.91,1,1396,53,1919,487,N/A,0.0,0,0,0,0,N/A
1,car,0.83,2,1317,312,1399,367,N/A,0.0,0,0,0,0,N/A
1,car,0.49,3,1281,316,1321,349,N/A,0.0,0,0,0,0,N/A
1,person,0.43,4,975,313,1002,382,N/A,0.0,0,0,0,0,N/A
1,car,0.40,5,1223,316,1281,343,N/A,0.0,0,0,0,0,N/A
2,bus,0.91,1,1399,56,1919,483,N/A,0.0,0,0,0,0,N/A
2,car,0.86,2,1317,312,1398,367,N/A,0.0,0,0,0,0,N/A
2,car,0.48,3,1280,315,1321,349,N/A,0.0,0,0,0,0,N/A
2,person,0.49,4,977,314,1005,383,N/A,0.0,0,0,0,0,N/A
2,car,0.45,5,1223,315,1280,343,N/A,0.0,0,0,0,0,N/A
3,bus,0.90,1,1395,59,1919,478,N/A,0.0,0,0,0,0,N/A
3,car,0.86,2,1316,312,1397,367,N/A,0.0,0,0,0,0,N/A
3,car,0.48,3,1280,315,1321,348,N/A,0.0,0,0,0,0,N/A
3,person,0.58,4,977,316,1007,383,N/A,0.0,0,0,0,0,N/A
3,car,0.50,5,1223,315,1279,343,N/A,0.0,0,0,0,0,N/A
4,bus,0.88,1,1392,64,1919,478,N/A,0.0,0,0,0,0,N/A
4,car,0.87,2,1316,312,1397,367,N/A,0.0,0,0,0,0,N/A
4,car,0.47,3,1280,315,1321,349,N/A,0.0,0,0,0,0,N/A
4,person,0.68,4,978,313,1008,383,N/A,0.0,0,0,0,0,N/A
4,car,0.55,5,1224,315,1278,343,N/A,0.0,0,0,0,0,N/A
5,bus,0.89,1,1391,66,1919,472,matricula,0.13,1838,398,1916,418,N/A
5,car,0.82,2,1314,312,1396,367,N/A,0.0,0,0,0,0,N/A
5,car,0.45,3,1280,315,1321,349,N/A,0.0,0,0,0,0,N/A
5,person,0.60,4,978,308,1010,383,N/A,0.0,0,0,0,0,N/A
5,car,0.54,5,1226,315,1278,343,N/A,0.0,0,0,0,0,N/A
6,bus,0.89,1,1391,72,1919,471,matricula,0.23,1819,398,1884,413,N/A
6,car,0.85,2,1314,312,1396,367,N/A,0.0,0,0,0,0,N/A
6,person,0.62,4,978,308,1010,383,N/A,0.0,0,0,0,0,N/A
6,car,0.52,5,1226,316,1277,343,N/A,0.0,0,0,0,0,N/A
7,bus,0.90,1,1388,78,1919,469,matricula,0.21,1809,396,1869,413,N/A
7,car,0.84,2,1313,312,1394,367,N/A,0.0,0,0,0,0,N/A
7,person,0.49,4,979,307,1012,383,N/A,0.0,0,0,0,0,N/A
7,car,0.56,5,1226,316,1277,344,N/A,0.0,0,0,0,0,N/A
8,bus,0.90,1,1388,82,1919,465,N/A,0.0,0,0,0,0,N/A
8,car,0.85,2,1312,313,1391,366,N/A,0.0,0,0,0,0,N/A
8,car,0.56,5,1227,317,1277,344,N/A,0.0,0,0,0,0,N/A
9,bus,0.91,1,1388,86,1919,466,matricula,0.16,1781,395,1841,411,N/A
9,car,0.82,2,1312,314,1388,366,N/A,0.0,0,0,0,0,N/A
9,car,0.56,5,1227,317,1277,344,N/A,0.0,0,0,0,0,N/A
9,person,0.44,4,982,307,1014,379,N/A,0.0,0,0,0,0,N/A
10,bus,0.92,1,1387,92,1919,465,matricula,0.14,1762,394,1829,411,N/A
10,car,0.83,2,1311,314,1386,366,N/A,0.0,0,0,0,0,N/A
10,car,0.55,5,1228,317,1276,344,N/A,0.0,0,0,0,0,N/A
11,bus,0.89,1,1387,95,1919,462,matricula,0.15,1761,393,1818,410,N/A
11,car,0.81,2,1311,313,1384,365,N/A,0.0,0,0,0,0,N/A
11,car,0.53,5,1228,317,1274,343,N/A,0.0,0,0,0,0,N/A
12,bus,0.89,1,1388,100,1919,460,N/A,0.0,0,0,0,0,N/A
12,car,0.83,2,1310,312,1382,365,N/A,0.0,0,0,0,0,N/A
12,car,0.50,5,1227,317,1271,344,N/A,0.0,0,0,0,0,N/A
13,bus,0.93,1,1386,102,1917,456,N/A,0.0,0,0,0,0,N/A
13,car,0.84,2,1310,312,1381,365,N/A,0.0,0,0,0,0,N/A
13,car,0.50,5,1228,317,1270,344,N/A,0.0,0,0,0,0,N/A
14,bus,0.92,1,1383,104,1907,454,N/A,0.0,0,0,0,0,N/A
14,car,0.82,2,1310,312,1380,365,N/A,0.0,0,0,0,0,N/A
14,car,0.52,5,1228,318,1269,345,N/A,0.0,0,0,0,0,N/A
14,person,0.43,4,993,306,1025,378,N/A,0.0,0,0,0,0,N/A
15,bus,0.89,1,1380,108,1890,452,N/A,0.0,0,0,0,0,N/A
15,car,0.81,2,1309,312,1379,365,N/A,0.0,0,0,0,0,N/A
15,car,0.53,5,1228,318,1268,345,N/A,0.0,0,0,0,0,N/A
15,person,0.56,4,994,306,1025,379,N/A,0.0,0,0,0,0,N/A
16,bus,0.88,1,1377,114,1876,453,matricula,0.18,1769,373,1814,388,N/A
16,car,0.76,2,1309,313,1377,366,N/A,0.0,0,0,0,0,N/A
16,car,0.41,5,1227,318,1266,345,N/A,0.0,0,0,0,0,N/A
16,person,0.56,4,996,305,1026,380,N/A,0.0,0,0,0,0,N/A
17,bus,0.89,1,1373,117,1872,450,matricula,0.10,1672,228,1710,244,N/A
17,car,0.76,2,1309,313,1375,366,N/A,0.0,0,0,0,0,N/A
17,person,0.53,4,996,307,1025,379,N/A,0.0,0,0,0,0,N/A
18,bus,0.89,1,1373,119,1864,448,N/A,0.0,0,0,0,0,N/A
18,car,0.76,2,1308,313,1373,366,N/A,0.0,0,0,0,0,N/A
18,person,0.48,4,999,309,1026,379,N/A,0.0,0,0,0,0,N/A
19,bus,0.88,1,1372,122,1846,446,N/A,0.0,0,0,0,0,N/A
19,car,0.74,2,1308,314,1372,365,N/A,0.0,0,0,0,0,N/A
19,person,0.51,4,1001,307,1029,377,N/A,0.0,0,0,0,0,N/A
19,car,0.42,5,1227,318,1265,343,N/A,0.0,0,0,0,0,N/A
20,bus,0.90,1,1372,125,1827,444,N/A,0.0,0,0,0,0,N/A
20,car,0.77,2,1308,314,1370,365,N/A,0.0,0,0,0,0,N/A
20,car,0.46,5,1227,318,1265,342,N/A,0.0,0,0,0,0,N/A
21,bus,0.92,1,1369,127,1813,442,N/A,0.0,0,0,0,0,N/A
21,car,0.79,2,1308,313,1369,365,N/A,0.0,0,0,0,0,N/A
21,car,0.44,5,1227,318,1265,342,N/A,0.0,0,0,0,0,N/A
21,person,0.42,4,1003,309,1032,375,N/A,0.0,0,0,0,0,N/A
22,bus,0.91,1,1368,129,1805,441,N/A,0.0,0,0,0,0,N/A
22,car,0.79,2,1308,313,1368,365,N/A,0.0,0,0,0,0,N/A
23,bus,0.88,1,1366,133,1801,441,N/A,0.0,0,0,0,0,N/A
23,car,0.76,2,1307,313,1367,365,N/A,0.0,0,0,0,0,N/A
24,bus,0.85,1,1364,137,1793,441,N/A,0.0,0,0,0,0,N/A
24,car,0.73,2,1307,313,1366,365,N/A,0.0,0,0,0,0,N/A
25,bus,0.88,1,1363,140,1779,442,N/A,0.0,0,0,0,0,N/A
25,car,0.68,2,1308,313,1365,366,N/A,0.0,0,0,0,0,N/A
25,car,0.49,5,1226,320,1264,343,N/A,0.0,0,0,0,0,N/A
26,bus,0.89,1,1363,143,1768,441,N/A,0.0,0,0,0,0,N/A
26,car,0.62,2,1308,314,1365,366,N/A,0.0,0,0,0,0,N/A
26,car,0.46,5,1226,321,1263,343,N/A,0.0,0,0,0,0,N/A
27,bus,0.89,1,1362,144,1757,442,N/A,0.0,0,0,0,0,N/A
27,car,0.62,2,1309,314,1364,366,N/A,0.0,0,0,0,0,N/A
27,car,0.51,5,1226,321,1263,343,N/A,0.0,0,0,0,0,N/A
28,bus,0.87,1,1361,146,1744,441,matricula,0.22,1604,376,1652,389,N/A
28,car,0.57,2,1309,315,1364,366,N/A,0.0,0,0,0,0,N/A
28,car,0.50,5,1226,321,1263,343,N/A,0.0,0,0,0,0,N/A
29,bus,0.82,1,1358,147,1734,440,N/A,0.0,0,0,0,0,N/A
29,car,0.51,2,1309,314,1363,365,N/A,0.0,0,0,0,0,N/A
29,car,0.50,5,1226,321,1263,343,N/A,0.0,0,0,0,0,N/A
30,bus,0.66,1,1354,149,1727,439,matricula,0.12,1595,373,1639,387,N/A
30,car,0.51,2,1310,313,1361,364,N/A,0.0,0,0,0,0,N/A
30,car,0.44,5,1226,321,1263,343,N/A,0.0,0,0,0,0,N/A
31,bus,0.73,1,1350,151,1722,438,matricula,0.13,1588,375,1629,388,N/A
31,car,0.51,2,1310,313,1359,363,N/A,0.0,0,0,0,0,N/A
31,car,0.42,5,1225,321,1263,343,N/A,0.0,0,0,0,0,N/A
32,bus,0.85,1,1350,153,1718,434,N/A,0.0,0,0,0,0,N/A
32,car,0.46,2,1308,312,1359,363,N/A,0.0,0,0,0,0,N/A
33,bus,0.83,1,1348,154,1712,432,matricula,0.12,1574,374,1617,387,N/A
33,car,0.53,2,1308,313,1357,362,N/A,0.0,0,0,0,0,N/A
34,bus,0.85,1,1348,157,1706,430,matricula,0.63,1570,371,1616,386,N/A
34,car,0.50,2,1307,314,1355,361,N/A,0.0,0,0,0,0,N/A
35,bus,0.79,1,1347,159,1699,429,N/A,0.0,0,0,0,0,N/A
35,car,0.52,2,1306,315,1353,361,N/A,0.0,0,0,0,0,N/A
36,bus,0.82,1,1348,161,1694,426,N/A,0.0,0,0,0,0,N/A
36,car,0.51,2,1305,316,1351,361,N/A,0.0,0,0,0,0,N/A
36,car,0.45,5,1225,321,1260,345,N/A,0.0,0,0,0,0,N/A
37,bus,0.74,1,1347,163,1683,423,N/A,0.0,0,0,0,0,N/A
37,car,0.52,2,1305,317,1351,362,N/A,0.0,0,0,0,0,N/A
38,bus,0.88,1,1347,165,1675,420,N/A,0.0,0,0,0,0,N/A
38,car,0.48,2,1305,317,1351,362,N/A,0.0,0,0,0,0,N/A
39,bus,0.72,1,1346,167,1670,421,N/A,0.0,0,0,0,0,N/A
39,car,0.47,2,1305,317,1350,362,N/A,0.0,0,0,0,0,N/A
40,bus,0.83,1,1347,168,1665,418,N/A,0.0,0,0,0,0,N/A
40,car,0.41,2,1304,316,1350,362,N/A,0.0,0,0,0,0,N/A
41,bus,0.89,1,1347,169,1659,418,N/A,0.0,0,0,0,0,N/A
41,car,0.40,2,1304,315,1349,362,N/A,0.0,0,0,0,0,N/A
42,bus,0.88,1,1346,171,1652,418,N/A,0.0,0,0,0,0,N/A
42,car,0.46,2,1304,315,1348,361,N/A,0.0,0,0,0,0,N/A
43,bus,0.81,1,1345,172,1646,417,N/A,0.0,0,0,0,0,N/A
43,car,0.44,2,1304,316,1347,361,N/A,0.0,0,0,0,0,N/A
44,bus,0.86,1,1344,174,1642,418,N/A,0.0,0,0,0,0,N/A
44,car,0.48,2,1303,316,1346,362,N/A,0.0,0,0,0,0,N/A
45,bus,0.88,1,1344,177,1637,416,N/A,0.0,0,0,0,0,N/A
45,car,0.43,2,1302,316,1345,361,N/A,0.0,0,0,0,0,N/A
46,bus,0.90,1,1344,179,1629,414,N/A,0.0,0,0,0,0,N/A
46,car,0.42,2,1301,315,1344,359,N/A,0.0,0,0,0,0,N/A
47,bus,0.88,1,1343,182,1624,413,N/A,0.0,0,0,0,0,N/A
48,bus,0.85,1,1342,184,1621,413,N/A,0.0,0,0,0,0,N/A
49,bus,0.81,1,1340,186,1617,413,N/A,0.0,0,0,0,0,N/A
50,bus,0.75,1,1338,187,1618,413,N/A,0.0,0,0,0,0,N/A
51,bus,0.81,1,1337,188,1607,412,N/A,0.0,0,0,0,0,N/A
52,bus,0.76,1,1336,189,1604,412,matricula,0.11,1480,260,1514,271,N/A
53,bus,0.74,1,1334,189,1600,412,N/A,0.0,0,0,0,0,N/A
54,bus,0.72,1,1333,190,1592,410,N/A,0.0,0,0,0,0,N/A
55,bus,0.70,1,1333,190,1584,409,N/A,0.0,0,0,0,0,N/A
56,bus,0.70,1,1333,191,1578,409,N/A,0.0,0,0,0,0,N/A
57,bus,0.79,1,1333,192,1575,409,N/A,0.0,0,0,0,0,N/A
58,bus,0.83,1,1333,192,1574,408,N/A,0.0,0,0,0,0,N/A
59,bus,0.57,1,1332,192,1571,407,N/A,0.0,0,0,0,0,N/A
60,bus,0.68,1,1332,193,1567,405,N/A,0.0,0,0,0,0,N/A
60,car,0.46,2,1290,316,1329,358,N/A,0.0,0,0,0,0,N/A
61,bus,0.61,1,1330,194,1564,404,N/A,0.0,0,0,0,0,N/A
61,car,0.51,2,1290,316,1327,359,N/A,0.0,0,0,0,0,N/A
62,truck,0.52,1,1330,196,1562,405,N/A,0.0,0,0,0,0,N/A
62,car,0.52,2,1289,316,1326,359,N/A,0.0,0,0,0,0,N/A
63,bus,0.54,1,1329,196,1558,404,N/A,0.0,0,0,0,0,N/A
63,car,0.55,2,1289,317,1325,360,N/A,0.0,0,0,0,0,N/A
63,truck,0.54,10,1330,196,1559,405,N/A,0.0,0,0,0,0,N/A
64,bus,0.66,1,1329,196,1556,403,N/A,0.0,0,0,0,0,N/A
64,car,0.62,2,1289,317,1325,359,N/A,0.0,0,0,0,0,N/A
65,truck,0.57,1,1328,197,1553,403,N/A,0.0,0,0,0,0,N/A
65,car,0.62,2,1288,317,1324,359,N/A,0.0,0,0,0,0,N/A
66,truck,0.61,1,1327,197,1546,402,N/A,0.0,0,0,0,0,N/A
66,car,0.59,2,1288,317,1324,358,N/A,0.0,0,0,0,0,N/A
67,truck,0.59,1,1326,199,1542,401,N/A,0.0,0,0,0,0,N/A
67,car,0.61,2,1288,317,1323,358,N/A,0.0,0,0,0,0,N/A
68,truck,0.62,1,1325,200,1541,400,N/A,0.0,0,0,0,0,N/A
68,car,0.54,2,1288,317,1323,357,N/A,0.0,0,0,0,0,N/A
69,truck,0.65,1,1323,203,1536,398,N/A,0.0,0,0,0,0,N/A
69,car,0.54,2,1288,318,1322,357,N/A,0.0,0,0,0,0,N/A
70,truck,0.59,1,1322,206,1532,397,N/A,0.0,0,0,0,0,N/A
70,car,0.56,2,1288,318,1322,357,N/A,0.0,0,0,0,0,N/A
71,truck,0.66,1,1322,206,1529,397,N/A,0.0,0,0,0,0,N/A
71,car,0.59,2,1288,318,1322,356,N/A,0.0,0,0,0,0,N/A
72,truck,0.66,1,1321,207,1529,396,N/A,0.0,0,0,0,0,N/A
72,car,0.64,2,1287,317,1322,356,N/A,0.0,0,0,0,0,N/A
73,bus,0.60,1,1320,208,1526,394,N/A,0.0,0,0,0,0,N/A
73,car,0.70,2,1287,316,1322,356,N/A,0.0,0,0,0,0,N/A
74,truck,0.59,1,1321,209,1522,395,N/A,0.0,0,0,0,0,N/A
74,car,0.73,2,1287,316,1321,356,N/A,0.0,0,0,0,0,N/A
74,bus,0.57,14,1321,208,1522,394,N/A,0.0,0,0,0,0,N/A
75,bus,0.68,1,1320,209,1518,393,N/A,0.0,0,0,0,0,N/A
75,car,0.71,2,1287,316,1320,356,N/A,0.0,0,0,0,0,N/A
76,bus,0.78,1,1320,210,1517,392,N/A,0.0,0,0,0,0,N/A
76,car,0.69,2,1287,315,1320,355,N/A,0.0,0,0,0,0,N/A
77,bus,0.77,1,1319,211,1516,390,N/A,0.0,0,0,0,0,N/A
77,car,0.65,2,1286,314,1320,355,N/A,0.0,0,0,0,0,N/A
78,bus,0.71,1,1318,211,1515,391,N/A,0.0,0,0,0,0,N/A
78,car,0.69,2,1286,314,1319,355,N/A,0.0,0,0,0,0,N/A
79,bus,0.69,1,1318,212,1513,390,N/A,0.0,0,0,0,0,N/A
79,car,0.66,2,1287,315,1319,355,N/A,0.0,0,0,0,0,N/A
80,bus,0.59,1,1318,213,1509,390,N/A,0.0,0,0,0,0,N/A
80,car,0.59,2,1287,315,1318,355,N/A,0.0,0,0,0,0,N/A
80,truck,0.54,15,1319,213,1508,392,N/A,0.0,0,0,0,0,N/A
81,bus,0.54,1,1317,214,1505,389,N/A,0.0,0,0,0,0,N/A
81,car,0.55,2,1286,315,1319,355,N/A,0.0,0,0,0,0,N/A
81,truck,0.59,15,1319,214,1505,392,N/A,0.0,0,0,0,0,N/A
82,car,0.51,2,1286,313,1318,356,N/A,0.0,0,0,0,0,N/A
83,car,0.48,2,1286,313,1318,356,N/A,0.0,0,0,0,0,N/A
83,bus,0.57,1,1318,216,1501,389,N/A,0.0,0,0,0,0,N/A
84,car,0.40,2,1285,314,1317,356,N/A,0.0,0,0,0,0,N/A
84,bus,0.61,1,1316,217,1498,389,N/A,0.0,0,0,0,0,N/A
85,truck,0.54,1,1315,217,1494,389,N/A,0.0,0,0,0,0,N/A
86,truck,0.53,1,1315,217,1490,389,N/A,0.0,0,0,0,0,N/A
86,bus,0.52,17,1315,218,1490,388,N/A,0.0,0,0,0,0,N/A
87,truck,0.63,1,1316,217,1486,389,matricula,0.10,1407,305,1447,316,N/A
88,bus,0.66,1,1317,218,1483,389,N/A,0.0,0,0,0,0,N/A
89,bus,0.69,1,1317,219,1480,388,N/A,0.0,0,0,0,0,N/A
89,car,0.40,2,1284,310,1315,352,N/A,0.0,0,0,0,0,N/A
90,bus,0.73,1,1315,219,1479,387,N/A,0.0,0,0,0,0,N/A
90,car,0.49,18,1464,321,1515,379,N/A,0.0,0,0,0,0,N/A
90,car,0.40,2,1283,309,1315,351,N/A,0.0,0,0,0,0,N/A
91,truck,0.66,1,1315,219,1479,387,N/A,0.0,0,0,0,0,N/A
91,car,0.50,18,1460,321,1516,380,N/A,0.0,0,0,0,0,N/A
91,car,0.41,2,1282,309,1314,352,N/A,0.0,0,0,0,0,N/A
92,truck,0.60,1,1315,219,1476,387,N/A,0.0,0,0,0,0,N/A
92,car,0.53,2,1280,309,1315,354,N/A,0.0,0,0,0,0,N/A
93,bus,0.69,1,1314,219,1474,386,N/A,0.0,0,0,0,0,N/A
93,car,0.50,2,1279,308,1314,354,N/A,0.0,0,0,0,0,N/A
94,bus,0.64,1,1314,221,1472,387,N/A,0.0,0,0,0,0,N/A
94,car,0.48,18,1457,321,1515,378,N/A,0.0,0,0,0,0,N/A
95,truck,0.73,1,1312,222,1470,386,N/A,0.0,0,0,0,0,N/A
95,car,0.48,18,1455,321,1514,377,N/A,0.0,0,0,0,0,N/A
96,truck,0.72,1,1311,223,1470,386,N/A,0.0,0,0,0,0,N/A
96,car,0.58,18,1452,322,1513,377,N/A,0.0,0,0,0,0,N/A
96,person,0.71,20,0,227,42,487,N/A,0.0,0,0,0,0,N/A
97,truck,0.54,1,1310,223,1468,386,N/A,0.0,0,0,0,0,N/A
97,car,0.69,18,1451,321,1513,377,N/A,0.0,0,0,0,0,N/A
97,person,0.77,20,0,231,53,486,N/A,0.0,0,0,0,0,N/A
98,truck,0.63,1,1309,224,1468,385,N/A,0.0,0,0,0,0,N/A
98,car,0.66,18,1448,322,1512,377,N/A,0.0,0,0,0,0,N/A
98,person,0.81,20,0,232,63,491,N/A,0.0,0,0,0,0,N/A
99,truck,0.65,1,1309,225,1466,385,N/A,0.0,0,0,0,0,N/A
99,car,0.69,18,1448,321,1511,377,N/A,0.0,0,0,0,0,N/A
99,person,0.85,20,0,232,70,492,N/A,0.0,0,0,0,0,N/A
100,truck,0.68,1,1308,225,1464,383,N/A,0.0,0,0,0,0,N/A
100,car,0.60,18,1446,321,1510,374,N/A,0.0,0,0,0,0,N/A
100,person,0.84,20,0,229,74,491,N/A,0.0,0,0,0,0,N/A
101,truck,0.60,1,1307,226,1461,383,N/A,0.0,0,0,0,0,N/A
101,car,0.67,18,1444,322,1510,375,N/A,0.0,0,0,0,0,N/A
101,person,0.81,20,0,231,74,491,N/A,0.0,0,0,0,0,N/A
102,truck,0.70,1,1307,228,1459,382,N/A,0.0,0,0,0,0,N/A
102,car,0.66,18,1443,322,1509,375,N/A,0.0,0,0,0,0,N/A
102,person,0.83,20,0,232,76,494,N/A,0.0,0,0,0,0,N/A
103,truck,0.63,1,1307,228,1457,382,N/A,0.0,0,0,0,0,N/A
103,car,0.69,18,1443,321,1510,374,N/A,0.0,0,0,0,0,N/A
103,person,0.84,20,0,229,84,494,N/A,0.0,0,0,0,0,N/A
104,truck,0.56,1,1308,229,1455,382,N/A,0.0,0,0,0,0,N/A
104,car,0.73,18,1441,321,1512,375,N/A,0.0,0,0,0,0,N/A
104,person,0.87,20,0,228,90,495,N/A,0.0,0,0,0,0,N/A
105,truck,0.60,1,1307,230,1453,382,N/A,0.0,0,0,0,0,N/A
105,car,0.73,18,1441,322,1514,377,N/A,0.0,0,0,0,0,N/A
105,person,0.83,20,1,231,98,492,N/A,0.0,0,0,0,0,N/A
106,truck,0.68,1,1305,231,1451,382,N/A,0.0,0,0,0,0,N/A
106,car,0.70,18,1439,321,1515,378,N/A,0.0,0,0,0,0,N/A
106,person,0.82,20,5,232,106,488,N/A,0.0,0,0,0,0,N/A
107,truck,0.72,1,1304,230,1449,380,N/A,0.0,0,0,0,0,N/A
107,car,0.69,18,1439,322,1516,378,N/A,0.0,0,0,0,0,N/A
107,person,0.84,20,14,233,116,486,N/A,0.0,0,0,0,0,N/A
108,truck,0.80,1,1304,232,1447,381,N/A,0.0,0,0,0,0,N/A
108,car,0.69,18,1438,321,1518,379,N/A,0.0,0,0,0,0,N/A
108,person,0.87,20,22,235,130,487,N/A,0.0,0,0,0,0,N/A
109,truck,0.82,1,1302,233,1446,381,N/A,0.0,0,0,0,0,N/A
109,car,0.69,18,1438,321,1519,379,N/A,0.0,0,0,0,0,N/A
109,person,0.88,20,26,235,144,488,N/A,0.0,0,0,0,0,N/A
110,truck,0.80,1,1301,233,1445,380,N/A,0.0,0,0,0,0,N/A
110,car,0.70,18,1434,321,1519,379,N/A,0.0,0,0,0,0,N/A
110,person,0.87,20,31,236,155,490,N/A,0.0,0,0,0,0,N/A
111,truck,0.80,1,1299,233,1444,379,N/A,0.0,0,0,0,0,N/A
111,car,0.71,18,1431,320,1519,380,N/A,0.0,0,0,0,0,N/A
111,person,0.88,20,34,235,163,489,N/A,0.0,0,0,0,0,N/A
111,car,0.46,2,1260,314,1298,348,N/A,0.0,0,0,0,0,N/A
112,truck,0.79,1,1299,232,1443,378,N/A,0.0,0,0,0,0,N/A
112,car,0.71,18,1429,320,1519,380,N/A,0.0,0,0,0,0,N/A
112,person,0.86,20,36,238,166,489,N/A,0.0,0,0,0,0,N/A
112,car,0.41,2,1259,314,1298,348,N/A,0.0,0,0,0,0,N/A
113,truck,0.80,1,1298,233,1442,379,N/A,0.0,0,0,0,0,N/A
113,car,0.67,18,1429,320,1518,380,N/A,0.0,0,0,0,0,N/A
113,person,0.85,20,40,239,170,490,N/A,0.0,0,0,0,0,N/A
114,truck,0.79,1,1297,234,1441,379,N/A,0.0,0,0,0,0,N/A
114,car,0.67,18,1428,321,1518,380,N/A,0.0,0,0,0,0,N/A
114,person,0.86,20,46,241,171,489,N/A,0.0,0,0,0,0,N/A
115,truck,0.81,1,1296,235,1438,377,N/A,0.0,0,0,0,0,N/A
115,car,0.65,18,1424,320,1517,380,N/A,0.0,0,0,0,0,N/A
115,person,0.84,20,53,241,170,490,N/A,0.0,0,0,0,0,N/A
116,truck,0.80,1,1295,236,1435,377,N/A,0.0,0,0,0,0,N/A
116,car,0.66,18,1422,320,1517,380,N/A,0.0,0,0,0,0,N/A
116,person,0.85,20,64,242,169,487,N/A,0.0,0,0,0,0,N/A
117,truck,0.81,1,1295,236,1433,376,N/A,0.0,0,0,0,0,N/A
117,car,0.66,18,1420,320,1517,380,N/A,0.0,0,0,0,0,N/A
117,person,0.83,20,73,241,170,484,N/A,0.0,0,0,0,0,N/A
118,truck,0.81,1,1294,236,1432,376,N/A,0.0,0,0,0,0,N/A
118,car,0.67,18,1419,319,1516,380,N/A,0.0,0,0,0,0,N/A
118,person,0.83,20,86,240,171,481,N/A,0.0,0,0,0,0,N/A
118,car,0.42,2,1258,315,1295,348,N/A,0.0,0,0,0,0,N/A
119,truck,0.77,1,1293,236,1431,375,N/A,0.0,0,0,0,0,N/A
119,car,0.68,18,1418,319,1515,380,N/A,0.0,0,0,0,0,N/A
119,person,0.78,20,93,242,171,478,N/A,0.0,0,0,0,0,N/A
119,car,0.42,2,1258,315,1294,348,N/A,0.0,0,0,0,0,N/A
120,truck,0.79,1,1292,236,1430,374,N/A,0.0,0,0,0,0,N/A
120,car,0.65,18,1415,318,1515,380,N/A,0.0,0,0,0,0,N/A
120,person,0.77,20,97,244,179,477,N/A,0.0,0,0,0,0,N/A
120,car,0.42,2,1258,315,1293,348,N/A,0.0,0,0,0,0,N/A
121,truck,0.79,1,1293,236,1429,374,N/A,0.0,0,0,0,0,N/A
121,car,0.67,18,1411,319,1515,380,N/A,0.0,0,0,0,0,N/A
121,person,0.76,20,102,239,185,477,N/A,0.0,0,0,0,0,N/A
122,truck,0.76,1,1293,237,1428,374,N/A,0.0,0,0,0,0,N/A
122,car,0.66,18,1409,319,1515,380,N/A,0.0,0,0,0,0,N/A
122,person,0.78,20,106,239,193,475,N/A,0.0,0,0,0,0,N/A
123,truck,0.73,1,1292,237,1426,374,N/A,0.0,0,0,0,0,N/A
123,car,0.65,18,1409,319,1515,380,N/A,0.0,0,0,0,0,N/A
123,person,0.80,20,112,238,198,480,N/A,0.0,0,0,0,0,N/A
124,truck,0.70,1,1290,238,1424,373,N/A,0.0,0,0,0,0,N/A
124,car,0.65,18,1411,320,1514,380,N/A,0.0,0,0,0,0,N/A
124,person,0.81,20,112,238,205,477,N/A,0.0,0,0,0,0,N/A
125,truck,0.71,1,1290,238,1423,373,N/A,0.0,0,0,0,0,N/A
125,car,0.64,18,1408,319,1515,380,N/A,0.0,0,0,0,0,N/A
125,person,0.83,20,113,239,210,476,N/A,0.0,0,0,0,0,N/A
126,truck,0.65,1,1290,238,1422,373,N/A,0.0,0,0,0,0,N/A
126,car,0.65,18,1408,319,1515,380,N/A,0.0,0,0,0,0,N/A
126,person,0.85,20,116,238,213,475,N/A,0.0,0,0,0,0,N/A
127,truck,0.69,1,1289,239,1421,372,N/A,0.0,0,0,0,0,N/A
127,car,0.64,18,1408,319,1514,381,N/A,0.0,0,0,0,0,N/A
127,person,0.85,20,120,238,219,479,N/A,0.0,0,0,0,0,N/A
128,bus,0.48,1,1288,240,1419,371,N/A,0.0,0,0,0,0,N/A
128,car,0.60,18,1407,319,1514,381,N/A,0.0,0,0,0,0,N/A
128,person,0.84,20,125,237,223,480,N/A,0.0,0,0,0,0,N/A
129,truck,0.53,1,1287,241,1418,371,N/A,0.0,0,0,0,0,N/A
129,car,0.57,18,1404,320,1514,380,N/A,0.0,0,0,0,0,N/A
129,person,0.80,20,132,238,227,477,N/A,0.0,0,0,0,0,N/A
130,truck,0.58,1,1286,241,1417,370,N/A,0.0,0,0,0,0,N/A
130,car,0.55,18,1402,319,1514,380,N/A,0.0,0,0,0,0,N/A
130,person,0.77,20,142,240,230,473,N/A,0.0,0,0,0,0,N/A
131,truck,0.54,1,1286,242,1414,369,N/A,0.0,0,0,0,0,N/A
131,car,0.54,18,1405,320,1513,379,N/A,0.0,0,0,0,0,N/A
131,person,0.77,20,150,241,234,472,N/A,0.0,0,0,0,0,N/A
132,truck,0.55,1,1286,242,1413,368,N/A,0.0,0,0,0,0,N/A
132,car,0.53,18,1406,320,1512,379,N/A,0.0,0,0,0,0,N/A
132,person,0.76,20,157,237,240,469,N/A,0.0,0,0,0,0,N/A
133,bus,0.67,1,1286,243,1412,368,N/A,0.0,0,0,0,0,N/A
133,car,0.52,18,1410,320,1510,378,N/A,0.0,0,0,0,0,N/A
133,person,0.76,20,164,236,245,469,N/A,0.0,0,0,0,0,N/A
133,car,0.41,2,1243,318,1286,348,N/A,0.0,0,0,0,0,N/A
