fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
159,persona,0.74085164,9,380,237,413,324,0,,,,,,
159,persona,0.6360063,2,417,240,452,335,0,,,,,,
159,persona,0.24852705,14,269,231,301,322,0,,,,,,
160,persona,0.7226296,9,380,237,414,327,0,,,,,,
160,persona,0.63192964,2,419,241,453,335,0,,,,,,
160,persona,0.19517574,14,269,231,302,322,0,,,,,,
161,persona,0.7347456,9,380,236,415,328,0,,,,,,
161,persona,0.64409506,2,420,242,454,336,0,,,,,,
161,persona,0.18974108,14,269,231,306,322,0,,,,,,
162,persona,0.7088534,9,380,236,416,328,0,,,,,,
162,persona,0.5377977,2,421,241,457,336,0,,,,,,
162,persona,0.16931558,14,270,231,310,322,0,,,,,,
163,persona,0.7387242,9,380,237,415,328,0,,,,,,
163,persona,0.6354684,2,423,240,459,336,0,,,,,,
163,persona,0.23030254,14,270,231,310,322,0,,,,,,
164,persona,0.7409013,9,380,237,416,328,0,,,,,,
164,persona,0.6277747,2,424,238,459,336,0,,,,,,
164,persona,0.20041011,14,270,231,313,323,0,,,,,,
165,persona,0.7721288,9,380,237,418,329,0,,,,,,
165,persona,0.75794566,2,425,237,459,338,0,,,,,,
165,persona,0.22897884,14,270,231,310,323,0,,,,,,
166,persona,0.7745687,9,380,237,418,330,0,,,,,,
166,persona,0.7502003,2,425,237,458,338,0,,,,,,
166,persona,0.24106464,14,270,231,312,323,0,,,,,,
167,persona,0.7782848,9,380,237,419,330,0,,,,,,
167,persona,0.80289537,2,424,238,459,339,0,,,,,,
167,persona,0.2757627,14,270,231,310,323,0,,,,,,
168,persona,0.7643848,9,380,237,420,331,0,,,,,,
168,persona,0.78129816,2,424,240,460,340,0,,,,,,
168,persona,0.24555245,14,270,231,307,323,0,,,,,,
169,persona,0.6703722,9,380,237,421,331,0,,,,,,
169,persona,0.7365738,2,424,241,461,342,0,,,,,,
169,persona,0.13861935,14,271,232,310,323,0,,,,,,
170,persona,0.72837114,9,379,237,422,332,0,,,,,,
170,persona,0.8038664,2,425,240,461,341,0,,,,,,
170,persona,0.22016668,14,271,233,310,321,0,,,,,,
171,persona,0.7599854,9,380,237,421,331,0,,,,,,
171,persona,0.78960484,2,426,239,461,343,0,,,,,,
171,persona,0.24474439,14,272,233,309,319,0,,,,,,
172,persona,0.7300826,9,381,237,421,331,0,,,,,,
172,persona,0.692938,2,426,237,460,345,0,,,,,,
172,persona,0.2621364,14,272,233,307,314,0,,,,,,
173,persona,0.67717236,9,381,236,423,331,0,,,,,,
173,persona,0.77609015,2,426,236,462,346,0,,,,,,
173,persona,0.27642953,14,272,233,307,309,0,,,,,,
174,persona,0.6547341,9,381,236,424,331,0,,,,,,
174,persona,0.81699777,2,427,236,463,344,0,,,,,,
174,persona,0.29679614,14,272,233,306,304,0,,,,,,
175,persona,0.62503684,9,380,236,425,332,0,,,,,,
175,persona,0.75582606,2,428,237,464,346,0,,,,,,
175,persona,0.31144965,14,273,232,305,295,0,,,,,,
176,persona,0.7320496,9,380,235,426,334,0,,,,,,
176,persona,0.76111805,2,429,239,466,347,0,,,,,,
176,persona,0.3524272,14,273,232,305,293,0,,,,,,
177,persona,0.6400123,9,380,236,426,335,0,,,,,,
177,persona,0.69246477,2,430,241,469,347,0,,,,,,
177,persona,0.31009054,14,273,232,305,292,0,,,,,,
178,persona,0.6280209,9,380,236,426,337,0,,,,,,
178,persona,0.72003853,2,432,242,472,347,0,,,,,,
178,persona,0.29281577,14,273,232,305,294,0,,,,,,
179,persona,0.5936981,9,380,235,427,340,0,,,,,,
179,persona,0.6836168,2,432,241,475,346,0,,,,,,
179,persona,0.40838546,14,273,231,305,297,0,,,,,,
180,persona,0.5900387,9,380,235,427,341,0,,,,,,
180,persona,0.627946,2,433,239,477,347,0,,,,,,
180,persona,0.44788378,14,273,231,306,300,0,,,,,,
181,persona,0.6968665,9,380,235,427,342,0,,,,,,
181,persona,0.72524005,2,434,237,480,349,0,,,,,,
181,persona,0.36243334,14,272,232,307,311,0,,,,,,
182,persona,0.699756,9,380,235,428,342,0,,,,,,
182,persona,0.6602161,2,436,237,480,349,0,,,,,,
182,persona,0.36016354,14,272,232,307,314,0,,,,,,
182,persona,0.32817173,18,273,232,306,282,0,,,,,,
183,persona,0.7685964,9,379,235,429,342,0,,,,,,
183,persona,0.768034,2,438,237,479,350,0,,,,,,
183,persona,0.36825103,14,272,232,308,311,0,,,,,,
183,persona,0.37884524,18,274,232,307,283,0,,,,,,
184,persona,0.7625055,9,379,235,430,342,0,,,,,,
184,persona,0.8423111,2,438,238,480,352,0,,,,,,
184,persona,0.3749893,14,273,233,307,304,0,,,,,,
184,persona,0.4107161,18,274,232,307,283,0,,,,,,
185,persona,0.78798395,9,380,234,430,343,0,,,,,,
185,persona,0.8516631,2,439,240,481,352,0,,,,,,
185,persona,0.28709978,14,273,232,308,314,0,,,,,,
185,persona,0.44968957,18,275,232,307,282,0,,,,,,
186,persona,0.65612805,9,380,235,430,345,0,,,,,,
186,persona,0.83551425,2,440,241,482,351,0,,,,,,
186,persona,0.2635703,14,273,232,308,316,0,,,,,,
186,persona,0.46099845,18,275,232,308,284,0,,,,,,
187,persona,0.63023055,9,381,237,430,347,0,,,,,,
187,persona,0.80392855,2,441,240,481,351,0,,,,,,
187,persona,0.28433943,14,274,232,308,317,0,,,,,,
187,persona,0.48656228,18,276,232,308,285,0,,,,,,
188,persona,0.6867079,9,383,237,430,347,0,,,,,,
188,persona,0.69406337,2,442,240,481,352,0,,,,,,
188,persona,0.3037173,14,274,233,309,319,0,,,,,,
188,persona,0.47082758,18,276,232,308,286,0,,,,,,
189,persona,0.7182779,9,384,236,432,347,0,,,,,,
189,persona,0.6192293,2,442,238,483,356,0,,,,,,
189,persona,0.3859996,14,274,233,309,312,0,,,,,,
189,persona,0.4136658,18,276,232,309,287,0,,,,,,
190,persona,0.72050077,9,385,237,434,347,0,,,,,,
190,persona,0.55751115,2,442,238,485,358,0,,,,,,
190,persona,0.2864455,14,274,233,310,317,0,,,,,,
190,persona,0.4274646,18,276,232,309,287,0,,,,,,
191,persona,0.7507509,9,385,237,436,348,0,,,,,,
191,persona,0.55456233,2,442,240,486,355,0,,,,,,
191,persona,0.2643101,14,274,233,310,318,0,,,,,,
191,persona,0.4118791,18,276,232,309,287,0,,,,,,
192,persona,0.71384126,9,386,236,437,349,0,,,,,,
192,persona,0.5813713,2,445,242,488,357,0,,,,,,
192,persona,0.25137115,14,274,233,311,319,0,,,,,,
192,persona,0.371117,18,277,233,309,291,0,,,,,,
193,persona,0.7563793,9,386,238,438,350,0,,,,,,
193,persona,0.72865814,2,448,243,492,362,0,,,,,,
193,persona,0.3958803,14,275,233,314,319,0,,,,,,
193,persona,0.25543407,18,277,232,310,292,0,,,,,,
194,persona,0.7695605,9,387,239,437,350,0,,,,,,
194,persona,0.7526745,2,450,243,495,364,0,,,,,,
194,persona,0.3690194,14,275,233,315,319,0,,,,,,
194,persona,0.3014503,18,278,232,310,298,0,,,,,,
195,persona,0.754987,9,388,239,437,351,0,,,,,,
195,persona,0.82077074,2,454,241,497,366,0,,,,,,
195,persona,0.37920392,14,274,234,320,321,0,,,,,,
195,persona,0.27734432,18,278,232,311,301,0,,,,,,
196,persona,0.76055217,9,388,238,437,351,0,,,,,,
196,persona,0.75361747,2,456,240,499,366,0,,,,,,
196,persona,0.38329548,14,273,234,323,322,0,,,,,,
196,persona,0.29066366,18,277,232,311,302,0,,,,,,
197,persona,0.6804489,9,390,239,438,352,0,,,,,,
197,persona,0.7535572,2,457,239,501,363,0,,,,,,
197,persona,0.37957525,14,274,233,318,318,0,,,,,,
197,persona,0.3653575,18,277,232,311,300,0,,,,,,
198,persona,0.77969843,9,390,237,439,353,0,,,,,,
198,persona,0.7374267,2,458,237,503,363,0,,,,,,
198,persona,0.40637213,14,273,234,322,321,0,,,,,,
198,persona,0.2914988,18,277,232,312,302,0,,,,,,
199,persona,0.762237,9,392,237,441,354,0,,,,,,
199,persona,0.6788693,2,459,236,505,369,0,,,,,,
199,persona,0.4167907,14,273,234,323,322,0,,,,,,
199,persona,0.29676586,18,277,232,312,303,0,,,,,,
200,persona,0.7575454,9,393,237,446,355,0,,,,,,
200,persona,0.7494043,2,460,237,507,368,0,,,,,,
200,persona,0.4294126,14,273,234,324,322,0,,,,,,
200,persona,0.30414084,18,276,232,312,304,0,,,,,,
201,persona,0.7285082,9,393,236,448,355,0,,,,,,
201,persona,0.79204446,2,460,238,509,370,0,,,,,,
201,persona,0.4206198,14,273,234,324,322,0,,,,,,
201,persona,0.29009712,18,276,232,312,306,0,,,,,,
202,persona,0.74032134,9,394,236,450,354,0,,,,,,
202,persona,0.7658354,2,460,241,510,367,0,,,,,,
202,persona,0.4059221,14,273,234,324,323,0,,,,,,
202,persona,0.31673262,18,277,232,312,305,0,,,,,,
203,persona,0.6572425,9,395,236,452,354,0,,,,,,
203,persona,0.7520427,2,462,242,510,367,0,,,,,,
203,persona,0.40794286,14,273,235,323,322,0,,,,,,
203,persona,0.3235589,18,277,232,312,305,0,,,,,,
204,persona,0.6823109,9,396,235,454,357,0,,,,,,
204,persona,0.7848104,2,464,241,511,371,0,,,,,,
204,persona,0.39993963,14,273,235,323,322,0,,,,,,
204,persona,0.31432664,18,277,232,312,304,0,,,,,,
205,persona,0.8151609,9,399,235,456,358,0,,,,,,
205,persona,0.7364282,2,465,238,512,371,0,,,,,,
205,persona,0.35218644,14,273,235,322,322,0,,,,,,
205,persona,0.37056065,18,278,232,313,306,0,,,,,,
206,persona,0.82510257,9,400,235,458,359,0,,,,,,
206,persona,0.7796722,2,465,235,513,375,0,,,,,,
206,persona,0.39182016,14,273,235,322,322,0,,,,,,
206,persona,0.33946353,18,278,232,312,300,0,,,,,,
207,persona,0.8102971,9,401,235,457,360,0,,,,,,
207,persona,0.7780843,2,468,235,515,375,0,,,,,,
207,persona,0.39639547,14,273,235,321,322,0,,,,,,
207,persona,0.3456546,18,279,232,311,299,0,,,,,,
208,persona,0.81399447,9,403,236,459,361,0,,,,,,
208,persona,0.70730394,2,472,236,520,375,0,,,,,,
208,persona,0.47894782,14,274,235,322,322,0,,,,,,
208,persona,0.26594532,18,278,232,312,307,0,,,,,,
209,persona,0.7734067,9,404,238,459,362,0,,,,,,
209,persona,0.7867541,2,473,238,524,374,0,,,,,,
209,persona,0.44985783,14,274,235,322,322,0,,,,,,
209,persona,0.30428946,18,278,232,312,307,0,,,,,,
210,persona,0.80202454,9,406,238,458,361,0,,,,,,
210,persona,0.81108195,2,475,241,526,373,0,,,,,,
210,persona,0.45163584,14,274,235,321,322,0,,,,,,
210,persona,0.32232696,18,278,232,312,308,0,,,,,,
211,persona,0.7276181,9,408,240,463,360,0,,,,,,
211,persona,0.77547514,2,478,241,529,379,0,,,,,,
211,persona,0.42930004,14,274,235,321,322,0,,,,,,
211,persona,0.37133682,18,278,232,312,305,0,,,,,,
212,persona,0.75985366,9,410,240,467,360,0,,,,,,
212,persona,0.81719947,2,482,239,532,379,0,,,,,,
212,persona,0.45596862,14,274,235,321,322,0,,,,,,
212,persona,0.3735321,18,278,232,312,306,0,,,,,,
213,persona,0.75727475,9,411,239,470,361,0,,,,,,
213,persona,0.73448735,2,485,236,536,382,0,,,,,,
213,persona,0.41231394,14,273,235,321,322,0,,,,,,
213,persona,0.38015708,18,278,232,312,304,0,,,,,,
214,persona,0.758884,9,413,239,473,362,0,,,,,,
214,persona,0.69931084,2,488,234,541,381,0,,,,,,
214,persona,0.4219434,14,274,235,321,322,0,,,,,,
214,persona,0.39507222,18,278,232,312,303,0,,,,,,
215,persona,0.76236576,9,414,239,474,360,0,,,,,,
215,persona,0.76211965,2,491,233,546,383,0,,,,,,
215,persona,0.41685316,14,275,233,317,319,0,,,,,,
215,persona,0.33540183,18,278,232,312,299,0,,,,,,
216,persona,0.81911474,9,415,238,474,362,0,,,,,,
216,persona,0.794242,2,495,232,550,386,0,,,,,,
216,persona,0.43465254,14,274,234,320,321,0,,,,,,
216,persona,0.39228263,18,278,232,312,303,0,,,,,,
217,persona,0.7543708,9,416,238,476,365,0,,,,,,
217,persona,0.77849644,2,498,234,552,390,0,,,,,,
217,persona,0.4796361,14,274,235,322,322,0,,,,,,
217,persona,0.3273443,18,277,233,312,309,0,,,,,,
218,persona,0.76859444,9,417,238,477,365,0,,,,,,
218,persona,0.7598304,2,500,237,553,393,0,,,,,,
218,persona,0.4769755,14,273,235,322,322,0,,,,,,
218,persona,0.36896247,18,277,233,312,311,0,,,,,,
219,persona,0.6692664,9,418,239,480,362,0,,,,,,
219,persona,0.7946617,2,500,239,555,392,0,,,,,,
219,persona,0.46488345,14,273,236,323,322,0,,,,,,
219,persona,0.36506462,18,277,233,312,311,0,,,,,,
220,persona,0.6670565,9,419,239,484,368,0,,,,,,
220,persona,0.82021916,2,502,240,557,391,0,,,,,,
220,persona,0.4796036,14,273,236,323,322,0,,,,,,
220,persona,0.32320985,18,277,233,312,312,0,,,,,,
221,persona,0.6390806,9,420,238,487,365,0,,,,,,
221,persona,0.7763237,2,505,239,559,394,0,,,,,,
221,persona,0.479531,14,273,235,323,323,0,,,,,,
221,persona,0.3055986,18,277,233,312,312,0,,,,,,
222,persona,0.6736819,9,422,238,489,363,0,,,,,,
222,persona,0.6985612,2,508,235,563,390,0,,,,,,
222,persona,0.4683999,14,273,235,324,323,0,,,,,,
222,persona,0.30524787,18,277,233,312,312,0,,,,,,
223,persona,0.65962636,9,425,238,490,368,0,,,,,,
223,persona,0.78402317,2,512,233,569,401,0,,,,,,
223,persona,0.4956442,14,273,235,324,323,0,,,,,,
223,persona,0.2646907,18,276,233,313,313,0,,,,,,
224,persona,0.7031359,9,427,237,491,370,0,,,,,,
224,persona,0.72678035,2,516,232,574,401,0,,,,,,
224,persona,0.49865484,14,273,235,324,323,0,,,,,,
224,persona,0.27005157,18,276,233,313,313,0,,,,,,
225,persona,0.7230617,9,429,236,494,372,0,,,,,,
225,persona,0.7471197,2,521,234,580,411,0,,,,,,
225,persona,0.51991755,14,273,235,325,323,0,,,,,,
225,persona,0.23762886,18,276,233,313,313,0,,,,,,
226,persona,0.7880857,9,433,237,497,375,0,,,,,,
226,persona,0.7570391,2,525,237,584,417,0,,,,,,
226,persona,0.52198315,14,273,235,325,323,0,,,,,,
226,persona,0.21730115,18,276,233,313,314,0,,,,,,
227,persona,0.7435492,9,435,239,501,376,0,,,,,,
227,persona,0.76745874,2,530,241,589,419,0,,,,,,
227,persona,0.5307765,14,273,235,325,324,0,,,,,,
227,persona,0.19829999,18,276,233,313,314,0,,,,,,
228,persona,0.7533577,9,436,239,502,379,0,,,,,,
228,persona,0.74659604,2,535,242,594,420,0,,,,,,
228,persona,0.5486387,14,273,235,325,324,0,,,,,,
228,persona,0.17305344,18,276,233,313,314,0,,,,,,
229,persona,0.7465824,9,437,238,504,380,0,,,,,,
229,persona,0.8111172,2,540,240,601,421,0,,,,,,
229,persona,0.5059751,14,273,234,325,324,0,,,,,,
229,persona,0.24101746,18,276,232,314,314,0,,,,,,
230,persona,0.75142026,9,439,238,506,380,0,,,,,,
230,persona,0.7775193,2,545,238,606,422,0,,,,,,
230,persona,0.46722364,14,273,234,324,324,0,,,,,,
230,persona,0.27978313,18,277,232,313,310,0,,,,,,
231,persona,0.7538174,9,441,237,508,379,0,,,,,,
231,persona,0.85251904,2,549,236,611,423,0,,,,,,
231,persona,0.48031327,14,273,234,324,324,0,,,,,,
231,persona,0.28586468,18,277,232,313,310,0,,,,,,
232,persona,0.77082443,9,443,236,511,385,0,,,,,,
232,persona,0.82655495,2,552,235,616,426,0,,,,,,
232,persona,0.5104521,14,273,234,324,324,0,,,,,,
232,persona,0.2725678,18,277,231,313,309,0,,,,,,
233,persona,0.75978583,9,445,236,515,387,0,,,,,,
233,persona,0.77357996,2,556,235,622,425,0,,,,,,
233,persona,0.5292907,14,273,234,324,324,0,,,,,,
233,persona,0.2654364,18,277,231,314,310,0,,,,,,
234,persona,0.7393187,9,447,234,518,388,0,,,,,,
234,persona,0.7495594,2,560,238,625,432,0,,,,,,
234,persona,0.53450084,14,273,234,324,324,0,,,,,,
234,persona,0.24041863,18,277,231,314,311,0,,,,,,
235,persona,0.7052621,9,448,236,520,388,0,,,,,,
235,persona,0.82878053,2,564,239,629,435,0,,,,,,
235,persona,0.52904344,14,273,233,324,324,0,,,,,,
235,persona,0.3025068,18,277,231,314,311,0,,,,,,
236,persona,0.79440314,9,449,235,523,389,0,,,,,,
236,persona,0.8156108,2,568,240,631,434,0,,,,,,
236,persona,0.5423622,14,273,233,324,324,0,,,,,,
236,persona,0.25049227,18,277,231,314,312,0,,,,,,
237,persona,0.75674665,9,450,235,525,385,0,,,,,,
237,persona,0.7671352,2,572,239,636,434,0,,,,,,
237,persona,0.4929058,14,273,234,324,324,0,,,,,,
237,persona,0.30534792,18,277,231,313,309,0,,,,,,
238,persona,0.7838354,9,453,235,527,384,0,,,,,,
238,persona,0.79463685,2,575,236,641,437,0,,,,,,
238,persona,0.49587697,14,273,234,324,324,0,,,,,,
238,persona,0.2949444,18,277,232,313,309,0,,,,,,
239,persona,0.8228153,9,456,234,528,384,0,,,,,,
239,persona,0.78784764,2,579,233,646,441,0,,,,,,
239,persona,0.5259974,14,273,234,324,324,0,,,,,,
239,persona,0.2585309,18,277,232,314,311,0,,,,,,
240,persona,0.79084885,9,457,232,531,387,0,,,,,,
240,persona,0.7853633,2,584,232,651,443,0,,,,,,
240,persona,0.52488166,14,273,234,324,324,0,,,,,,
240,persona,0.23209102,18,276,232,314,311,0,,,,,,
241,persona,0.798467,9,460,233,535,395,0,,,,,,
241,persona,0.72816676,2,589,232,658,451,0,,,,,,
241,persona,0.5178997,14,273,234,323,323,0,,,,,,
241,persona,0.29003075,18,277,232,313,312,0,,,,,,
242,persona,0.77625144,9,462,233,536,394,0,,,,,,
242,persona,0.7182471,2,595,235,663,459,0,,,,,,
242,persona,0.49037546,14,273,234,322,323,0,,,,,,
242,persona,0.31196505,18,277,232,313,311,0,,,,,,
243,persona,0.81174684,9,463,234,539,393,0,,,,,,
243,persona,0.8150588,2,601,237,670,463,0,,,,,,
243,persona,0.49304786,14,273,234,322,323,0,,,,,,
243,persona,0.31489635,18,277,232,313,310,0,,,,,,
244,persona,0.72708994,9,465,232,542,401,0,,,,,,
244,persona,0.8179734,2,605,238,678,464,0,,,,,,
244,persona,0.47422147,14,273,234,323,323,0,,,,,,
244,persona,0.30911192,18,277,232,313,310,0,,,,,,
245,persona,0.7939019,9,467,230,545,396,0,,,,,,
245,persona,0.81759006,2,611,238,686,458,0,,,,,,
245,persona,0.45573187,14,273,234,323,323,0,,,,,,
245,persona,0.33084026,18,277,232,313,309,0,,,,,,
246,persona,0.7882353,9,470,228,548,393,0,,,,,,
246,persona,0.8996829,2,616,236,693,463,0,,,,,,
246,persona,0.47313297,14,273,234,323,323,0,,,,,,
246,persona,0.308653,18,277,232,313,309,0,,,,,,
247,persona,0.74673617,9,472,229,551,400,0,,,,,,
247,persona,0.8581106,2,621,233,703,470,0,,,,,,
247,persona,0.46914724,14,273,234,323,323,0,,,,,,
247,persona,0.32420027,18,277,232,313,309,0,,,,,,
248,persona,0.7918643,9,474,229,554,400,0,,,,,,
248,persona,0.84240675,2,627,231,710,482,0,,,,,,
248,persona,0.4657955,14,273,234,323,323,0,,,,,,
248,persona,0.31895015,18,277,232,313,309,0,,,,,,
249,persona,0.79906887,9,476,228,559,404,0,,,,,,
249,persona,0.843136,2,633,231,716,491,0,,,,,,
249,persona,0.44612756,14,273,234,323,323,0,,,,,,
249,persona,0.30672732,18,277,232,313,309,0,,,,,,
250,persona,0.79585683,9,478,228,562,405,0,,,,,,
250,persona,0.86773604,2,638,235,723,497,0,,,,,,
250,persona,0.44487593,14,273,234,323,323,0,,,,,,
250,persona,0.26956928,18,277,232,313,309,0,,,,,,
251,persona,0.76452386,9,478,229,566,410,0,,,,,,
251,persona,0.8758524,2,642,239,727,500,0,,,,,,
251,persona,0.443735,14,273,234,322,323,0,,,,,,
251,persona,0.27498522,18,277,232,313,308,0,,,,,,
252,persona,0.76067555,9,480,229,569,405,0,,,,,,
252,persona,0.8713434,2,647,241,731,501,0,,,,,,
252,persona,0.44890872,14,273,234,322,323,0,,,,,,
252,persona,0.30019584,18,277,232,313,307,0,,,,,,
253,persona,0.7741301,9,482,230,573,416,0,,,,,,
253,persona,0.81632197,2,653,239,737,501,0,,,,,,
253,persona,0.48804402,14,273,233,323,323,0,,,,,,
253,persona,0.24638827,18,277,231,313,309,0,,,,,,
254,persona,0.8297292,9,484,232,575,423,0,,,,,,
254,persona,0.8441079,2,659,236,745,502,0,,,,,,
254,persona,0.4953981,14,273,233,323,323,0,,,,,,
254,persona,0.23018849,18,277,231,313,311,0,,,,,,
255,persona,0.8540996,9,486,232,579,430,0,,,,,,
255,persona,0.83688515,2,664,233,755,510,0,,,,,,
255,persona,0.48200396,14,273,233,323,323,0,,,,,,
255,persona,0.23588246,18,277,231,313,310,0,,,,,,
256,persona,0.78817505,9,489,232,583,434,0,,,,,,
256,persona,0.8436787,2,665,230,763,519,0,,,,,,
256,persona,0.4524673,14,273,233,323,323,0,,,,,,
256,persona,0.26567617,18,277,231,313,308,0,,,,,,
257,persona,0.81865263,9,493,230,586,432,0,,,,,,
257,persona,0.7849894,2,669,231,775,526,0,,,,,,
257,persona,0.45950362,14,273,233,324,324,0,,,,,,
257,persona,0.26082242,18,277,231,313,309,0,,,,,,
258,persona,0.8462385,9,496,230,589,434,0,,,,,,
258,persona,0.7616895,2,685,232,786,536,0,,,,,,
258,persona,0.476887,14,273,233,324,324,0,,,,,,
258,persona,0.2547886,18,277,231,313,309,0,,,,,,
259,persona,0.86452633,9,497,229,593,426,0,,,,,,
259,persona,0.7528523,2,695,236,798,541,0,,,,,,
259,persona,0.49628747,14,273,233,324,324,0,,,,,,
259,persona,0.2474717,18,277,231,313,310,0,,,,,,
260,persona,0.8669966,9,500,229,598,417,0,,,,,,
260,persona,0.85080403,2,709,239,810,546,0,,,,,,
260,persona,0.49311402,14,273,233,324,324,0,,,,,,
260,persona,0.27895182,18,277,231,313,310,0,,,,,,
261,persona,0.87586284,9,503,229,601,411,0,,,,,,
261,persona,0.87752426,2,720,240,824,546,0,,,,,,
261,persona,0.48765597,14,273,233,324,324,0,,,,,,
261,persona,0.28746527,18,277,231,313,309,0,,,,,,
262,persona,0.8931026,9,509,228,604,409,0,,,,,,
262,persona,0.88582534,2,732,235,837,545,0,,,,,,
262,persona,0.4883013,14,273,233,324,324,0,,,,,,
262,persona,0.29143798,18,277,231,313,308,0,,,,,,
263,persona,0.88165194,9,515,228,606,415,0,,,,,,
263,persona,0.8748662,2,741,232,851,550,0,,,,,,
263,persona,0.4753958,14,273,233,324,324,0,,,,,,
263,persona,0.29023626,18,277,231,313,307,0,,,,,,
264,persona,0.8703807,9,520,228,611,419,0,,,,,,
264,persona,0.8743635,2,752,228,866,570,0,,,,,,
264,persona,0.47117868,14,273,233,324,323,0,,,,,,
264,persona,0.2963641,18,277,231,313,306,0,,,,,,
265,persona,0.87689745,9,524,228,617,421,0,,,,,,
265,persona,0.90381277,2,761,226,881,581,0,,,,,,
265,persona,0.3825474,14,273,233,323,323,0,,,,,,
265,persona,0.27600676,18,277,231,312,302,0,,,,,,
266,persona,0.8614338,9,527,229,624,429,0,,,,,,
266,persona,0.8927935,2,773,229,894,595,0,,,,,,
266,persona,0.37531292,14,273,234,324,323,0,,,,,,
266,persona,0.18561819,18,276,232,313,307,0,,,,,,
267,persona,0.76359874,9,531,230,630,423,0,,,,,,
267,persona,0.871568,2,785,234,907,602,0,,,,,,
267,persona,0.36655656,14,273,233,322,321,0,,,,,,
267,persona,0.1919609,18,276,232,313,307,0,,,,,,
268,persona,0.77030766,9,535,234,636,427,0,,,,,,
268,persona,0.8854629,2,801,238,922,605,0,,,,,,
268,persona,0.35926494,14,273,234,323,322,0,,,,,,
268,persona,0.20019825,18,276,232,313,307,0,,,,,,
269,persona,0.81980765,9,539,231,644,437,0,,,,,,
269,persona,0.8646151,2,818,238,937,605,0,,,,,,
269,persona,0.35363665,14,273,234,323,323,0,,,,,,
269,persona,0.19131355,18,276,233,313,307,0,,,,,,
270,persona,0.7990178,9,542,229,651,437,0,,,,,,
270,persona,0.85235095,2,834,235,983,605,0,,,,,,
270,persona,0.35245696,14,273,234,323,323,0,,,,,,
270,persona,0.19384305,18,276,233,313,306,0,,,,,,
271,persona,0.86255157,9,547,228,658,435,0,,,,,,
271,persona,0.8597706,2,840,231,988,614,0,,,,,,
271,persona,0.34260038,14,274,233,322,321,0,,,,,,
271,persona,0.19076693,18,276,233,313,305,0,,,,,,
272,persona,0.8222983,9,551,227,665,443,0,,,,,,
272,persona,0.8621186,2,846,226,1004,633,0,,,,,,
272,persona,0.34069097,14,273,234,323,322,0,,,,,,
272,persona,0.18808995,18,277,233,313,305,0,,,,,,
273,persona,0.7864972,9,556,226,672,453,0,,,,,,
273,persona,0.83013654,2,850,224,1027,648,0,,,,,,
273,persona,0.34759852,14,273,234,323,323,0,,,,,,
273,persona,0.19422705,18,277,233,313,304,0,,,,,,
274,persona,0.83316445,9,563,227,680,460,0,,,,,,
274,persona,0.8138867,2,860,226,1048,665,0,,,,,,
274,persona,0.34244683,14,273,235,323,323,0,,,,,,
274,persona,0.1821114,18,276,233,313,305,0,,,,,,
275,persona,0.7845672,9,567,227,688,463,0,,,,,,
275,persona,0.8633733,2,880,229,1071,686,0,,,,,,
275,persona,0.33770943,14,273,233,322,321,0,,,,,,
275,persona,0.17900851,18,276,233,313,306,0,,,,,,
276,persona,0.80543417,9,574,228,693,456,0,,,,,,
276,persona,0.81126535,2,909,237,1102,695,0,,,,,,
276,persona,0.3608881,14,274,233,323,324,0,,,,,,
276,persona,0.1765059,18,276,233,313,308,0,,,,,,
277,persona,0.8394272,9,581,230,703,455,0,,,,,,
277,persona,0.8554226,2,939,239,1148,700,0,,,,,,
277,persona,0.36257777,14,273,233,322,321,0,,,,,,
277,persona,0.2012282,18,276,233,313,304,0,,,,,,
278,persona,0.8270367,9,589,227,709,459,0,,,,,,
278,persona,0.82581425,2,976,238,1165,701,0,,,,,,
278,persona,0.40784127,14,273,233,323,320,0,,,,,,
278,persona,0.16713345,18,276,233,313,308,0,,,,,,
279,persona,0.8413166,9,596,226,718,464,0,,,,,,
279,persona,0.8556348,2,1001,228,1201,703,0,,,,,,
279,persona,0.41614684,14,273,233,323,320,0,,,,,,
279,persona,0.15915672,18,276,233,313,309,0,,,,,,
280,persona,0.8445814,9,601,226,727,459,0,,,,,,
280,persona,0.8952031,2,1018,221,1252,714,0,,,,,,
280,persona,0.42627987,14,273,233,323,320,0,,,,,,
280,persona,0.1593854,18,275,233,314,311,0,,,,,,
281,persona,0.7963546,9,606,226,736,464,0,,,,,,
281,persona,0.923772,2,1033,217,1277,717,0,,,,,,
281,persona,0.4406623,14,273,235,324,322,0,,,,,,
281,persona,0.13599266,18,275,233,314,312,0,,,,,,
282,persona,0.771971,9,612,226,747,476,0,,,,,,
282,persona,0.8952394,2,1057,214,1280,718,0,,,,,,
282,persona,0.43391708,14,273,234,324,321,0,,,,,,
282,persona,0.13827293,18,276,234,314,312,0,,,,,,
283,persona,0.79212517,9,620,226,757,487,0,,,,,,
283,persona,0.7929338,2,1083,218,1280,718,0,,,,,,
283,persona,0.4402742,14,273,234,324,321,0,,,,,,
283,persona,0.13328622,18,275,234,314,313,0,,,,,,
284,persona,0.82527775,9,627,226,768,499,0,,,,,,
284,persona,0.6185843,2,1127,268,1280,707,0,,,,,,
284,persona,0.44433656,14,272,235,324,322,0,,,,,,
